9813,421.467
9776,419.878
9785,420.264
9804,421.08
9804,421.08
9811,421.381
9819,421.725
9793,420.608
9788,420.393
9776,419.878
9805,421.123
9782,420.135
9792,420.565
9794,420.651
9779,420.007
9807,421.209
9798,420.823
9801,420.951
9820,421.767
9790,420.479
9801,420.951
9835,422.412
9816,421.596
9811,421.381
9811,421.381
9793,420.608
9851,423.099
9814,421.51
9814,421.51
9830,422.197
9843,422.755
9822,421.853
9838,422.541
9829,422.154
9866,423.743
9853,423.185
9836,422.455
9849,423.013
9860,423.485
9844,422.798
9837,422.498
9856,423.314
9841,422.669
9837,422.498
9825,421.982
9748,418.675
9745,418.546
9748,418.675
9729,417.859
9730,417.902
8514,365.675
8441,362.54
8432,362.153
8379,359.877
8449,362.883
